provenance,compound,burial_id,element,component,c_ap,c_col,n_air,o_ap,reference,doi
"La Ventilla, Frente 3",,VEN136-1,femur,bone collagen,,-8.7,8.2,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN136-2,long bone,bone collagen,,-8.7,8.8,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN143,tibia,bone collagen,,-8.0,9.4,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN162,tibia,bone collagen,,-8.5,9.7,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN180,radius,bone collagen,,-8.4,9.6,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN181,tibia,bone collagen,,-8.5,10.6,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN183,tibia,bone collagen,,-8.5,9.1,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN184,long bone,bone collagen,,-8.6,9.7,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN192,femur,bone collagen,,-7.8,10.8,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN193,tibia,bone collagen,,-8.9,7.8,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN225,tibia,bone collagen,,-8.2,9.4,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN226,tibia,bone collagen,,-8.6,9.0,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN227,tibia,bone collagen,,-9.0,9.2,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN231,femur,bone collagen,,-7.8,9.0,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN236,tibia,bone collagen,,-8.5,9.9,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN247-1,cranial fragment,bone collagen,,-8.1,9.6,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN247-2,cranial fragment,bone collagen,,-8.2,9.4,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN247-3,cranial fragment,bone collagen,,-7.7,9.3,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN250-1,cranial fragment,bone collagen,,-8.1,8.0,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN250-2,tibia,bone collagen,,-8.5,7.8,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN271,cranial fragment,bone collagen,,-7.5,10.0,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN272,femur,bone collagen,,-6.4,12.2,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN278,tibia,bone collagen,,-7.2,9.1,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN288,tibia,bone collagen,,-8.5,8.3,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN293,femur,bone collagen,,-8.0,8.1,,This study,https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,10-TL11,r. rib,bone collagen,,-7.90,10.00,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,1-TL1A,l. rib,bone collagen,,-8.20,9.00,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,1-TL1B,r. rib,bone collagen,,-7.20,9.30,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,1-TL67,l. rib,bone collagen,,-8.70,9.80,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,20-TL11,r. rib,bone collagen,,-7.40,9.80,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,21-TL11,r. rib,bone collagen,,-8.00,9.60,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,2-TL11,l. rib,bone collagen,,-7.50,9.60,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,3-TL67,l. rib,bone collagen,,-6.30,9.50,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,40-TL11,r. rib,bone collagen,,-7.80,9.80,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,41-TL11,r. rib,bone collagen,,-6.90,8.40,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,4-TL67,r. rib,bone collagen,,-7.40,9.60,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,5-TL1,l. rib,bone collagen,,-7.40,9.50,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,5-TL67,l. rib,bone collagen,,-8.10,9.40,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,6-TL67,r. rib,bone collagen,,-7.70,9.40,,Nado (2017),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,81,rib,bone collagen,,-8.30,9.70,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,113,rib,bone collagen,,-7.90,9.00,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,133,rib,bone collagen,,-8.00,11.10,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,223,rib,bone collagen,,-8.90,8.50,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,261,rib,bone collagen,,-7.30,8.10,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,322,rib,bone collagen,,-9.90,,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,372,rib,bone collagen,,-7.80,9.00,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,381,rib,bone collagen,,,9.20,,White et al. (2004a),https://doi.org/10.1007/s12520-016-0422-0
Tlailotlacan (Oaxaca Barrio),,409,rib,bone collagen,,-9.70,7.40,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,841,rib,bone collagen,,-9.10,,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,345N,rib,bone collagen,,-8.60,10.40,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,408-INF,rib,bone collagen,,-6.60,3.10,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,Pasillo,rib,bone collagen,,-7.90,9.80,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,551-68,rib,bone collagen,,-7.90,8.50,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Tlailotlacan (Oaxaca Barrio),,520,rib,bone collagen,,-7.60,9.00,,White et al. (2004a),https://doi.org/10.1017/S095653611900035X
Merchant's Barrio,,22a,bone,bone collagen,,-8.00,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,33b,bone,bone collagen,,-7.50,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-8.20,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-9.10,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-10.50,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-8.50,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-7.90,,,White et al. (2009),https://doi.org/10.1017/S0956536118000032
Merchant's Barrio,,5--8,bone,bone collagen,,-8.90,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,5--8,bone,bone collagen,,-8.50,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,9,bone,bone collagen,,-9.90,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,10a,bone,bone collagen,,-8.60,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,10c,bone,bone collagen,,-6.90,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,11b,bone,bone collagen,,-8.00,,,White et al. (2009),https://keep.lib.asu.edu/items/155559
Merchant's Barrio,,13b,bone,bone collagen,,-8.40,,,White et al. (2009),https://doi.org/10.1007/s12520-016-0422-0
Tlajinga,17,17-2,rib,bone collagen,,-8.10,9.80,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,17,17-7,long bone,bone collagen,,-8.90,8.90,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,17,17-5,long bone,bone collagen,,-9.40,9.10,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,18,18-2b,femur,bone collagen,,-9.30,9.70,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,18,18-3b,rib,bone collagen,,-9.30,9.50,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,5,rib,bone collagen,,-7.10,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,6,rib,bone collagen,,-8.50,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,11,rib,bone collagen,,-8.40,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,12,rib,bone collagen,,-9.50,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,15,rib,bone collagen,,-12.80,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,23,rib,bone collagen,,-8.50,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,43,rib,bone collagen,,-7.40,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,44,rib,bone collagen,,-8.50,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,49,rib,bone collagen,,-6.90,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,56,rib,bone collagen,,-8.70,,,White et al. (2004b),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,58,rib,bone collagen,,-8.20,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,61,rib,bone collagen,,-6.80,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,16c,rib,bone collagen,,-7.10,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,42a,rib,bone collagen,,-7.90,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,42b,rib,bone collagen,,-8.50,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,50c,rib,bone collagen,,-7.60,,,White et al. (2004b),https://doi.org/10.1007/s12520-016-0416-y
Tlajinga,33,21a,rib,bone collagen,,-8.40,9.80,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,21d,rib,bone collagen,,-6.30,10.50,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,25,long bone,bone collagen,,-8.30,8.90,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,48,long bone,bone collagen,,-8.50,9.40,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,5,rib,bone collagen,,-7.10,9.70,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,50a,cortex,bone collagen,,-7.80,9.30,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,50b,fibula,bone collagen,,-7.80,10.10,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,50d,femur,bone collagen,,-8.00,9.50,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,56,long bone,bone collagen,,-9.90,7.80,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,59a,long bone,bone collagen,,-7.20,12.10,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Tlajinga,33,61,long bone,bone collagen,,-6.60,10.20,,Storey et al. (2019),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,13E (96.100),LR C,enamel bioapatite,0.48,,,-4.47,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,14A (96.94),UL C,enamel bioapatite,-0.61,,,-4.42,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,14C (96.99),LL P2,enamel bioapatite,0.40,,,-5.79,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,14F (96.98),LL C,enamel bioapatite,-1.96,,,-4.79,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,14I (96.97),UR PI,enamel bioapatite,-0.14,,,-4.58,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,190F (96.69),UL C,enamel bioapatite,-1.29,,,-4.77,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,2C (96.73),LR C,enamel bioapatite,-0.40,,,-4.15,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,2G (96.74),LL M2,enamel bioapatite,0.45,,,-5.36,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,2H (96.72),LR C,enamel bioapatite,-1.70,,,-5.32,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,4A (96.75),LR C,enamel bioapatite,0.31,,,-5.92,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,4L (96.76),LL C,enamel bioapatite,-3.11,,,-3.30,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,4Ñ(96.42),LL PI,enamel bioapatite,-0.93,,,-3.69,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,4O (96.43),RU C,enamel bioapatite,0.31,,,-4.65,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,5C (96.81),RU PI,enamel bioapatite,-1.22,,,-4.21,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,5D (96.82),LL M2,enamel bioapatite,-0.95,,,-5.16,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,5E (96.83),UL C,enamel bioapatite,0.06,,,-4.52,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,5F (96.80),UL P,enamel bioapatite,-2.30,,,-3.79,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,5G (96.84),LL C,enamel bioapatite,-0.48,,,-4.87,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,6B (96.87),LR C,enamel bioapatite,-1.29,,,-5.23,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,6C (96.88,UR C,enamel bioapatite,-0.93,,,-4.84,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,6D (96.85),UR C,enamel bioapatite,-2.04,,,-5.54,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,6I (96.86),UR C,enamel bioapatite,-1.89,,,-5.60,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
Feathered Serpent Pyramid,,10C,R M2,enamel bioapatite,-3.30,,,-5.50,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid,,11B,L M2,enamel bioapatite,-3.80,,,-6.70,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid,,11C,M2,enamel bioapatite,-3.90,,,-5.30,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid,,5D,R M2,enamel bioapatite,-3.30,,,-5.40,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid,,6B,R M2,enamel bioapatite,-3.90,,,-7.10,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid,,6D,R M2,enamel bioapatite,-3.70,,,-6.80,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
"Feathered Serpent Pyramid, trophy pendant",,T190F:1 (96.92),UL C,enamel bioapatite,-1.14,,,-6.14,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T190F:10 (96.68),LL C,enamel bioapatite,-2.20,,,-4.19,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T190F:15 (96.70),UR C,enamel bioapatite,-0.37,,,-4.40,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:10 (96.51),RU M3,enamel bioapatite,-0.37,,,-4.51,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:3 (96.54),UL PI,enamel bioapatite,0.29,,,-4.08,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:5 (96.50),UL M3,enamel bioapatite,0.09,,,-5.72,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:6 (96.55),UR M3,enamel bioapatite,-0.24,,,-4.29,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:6 (96.56),UR C,enamel bioapatite,-0.13,,,-4.73,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:7 (96.52),UR M3,enamel bioapatite,-0.17,,,-4.84,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:7 (96.53),UR C,enamel bioapatite,-1.15,,,-5.11,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T4Ñ:O-1 (96.49),UL M2,enamel bioapatite,-0.03,,,-6.05,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T5H:2 (96.45),UL M3,enamel bioapatite,0.48,,,-4.50,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T5H:4 (96.47),UL M3,enamel bioapatite,-0.79,,,-6.14,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T5H:6 (96.48),UL M3,enamel bioapatite,-0.09,,,-6.81,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"Feathered Serpent Pyramid, trophy pendant",,T5H:8 (96.46),UL M3,enamel bioapatite,-2.06,,,-5.03,Price et al. (2021),https://doi.org/10.1017/S095653611900035X
"La Ventilla, Frente 2",,Entierro 286,,enamel bioapatite,-2.66,,,-5.58,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Entierro 53,,enamel bioapatite,-1.00,,,-6.00,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Entierro 37,,enamel bioapatite,-1.56,,,-6.80,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Entierro 8,,enamel bioapatite,-0.50,,,-6.07,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Entierro 93,,enamel bioapatite,-2.32,,,-5.91,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 1,,enamel bioapatite,-3.11,,,-5.37,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 2,,enamel bioapatite,-3.25,,,-2.72,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 3,,enamel bioapatite,-1.81,,,-4.59,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 4,,enamel bioapatite,-4.33,,,-4.47,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 5,,enamel bioapatite,-0.80,,,-6.35,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 2",,Artefacto 6,,enamel bioapatite,-1.64,,,-5.42,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 136,,enamel bioapatite,-2.98,,,-7.76,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Artefacto 7,,enamel bioapatite,-1.44,,,-5.03,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Artefacto 8,,enamel bioapatite,-1.09,,,-7.39,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Artefacto 8-1,,enamel bioapatite,-0.55,,,-6.28,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Artefacto 9,,enamel bioapatite,-1.69,,,-6.01,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 247 Individuo 1,,enamel bioapatite,-1.47,,,-6.44,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 227,,enamel bioapatite,-1.23,,,-6.09,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 228,,enamel bioapatite,-1.00,,,-6.36,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 153,,enamel bioapatite,-0.35,,,-6.29,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 96 Individuo 2,,enamel bioapatite,-6.87,,,-2.68,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 90,,enamel bioapatite,-1.43,,,-4.88,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 100,,enamel bioapatite,-0.77,,,-6.51,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 74,,enamel bioapatite,-0.81,,,-7.35,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 88a,,enamel bioapatite,-1.70,,,-6.58,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
"La Ventilla, Frente 3",,Entierro 171,,enamel bioapatite,-2.38,,,-4.73,Arnaud Salas (2014),https://repositorio.unam.mx/contenidos/86918
Tlailotlacan (Oaxaca Barrio),,10-TL11,R M3,enamel bioapatite,-3.50,,,-7.60,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,1-TL1A,R M3,enamel bioapatite,-3.40,,,-7.00,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,20-TL11,R M3,enamel bioapatite,-4.00,,,-7.50,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,21-TL11,R M3,enamel bioapatite,-2.30,,,-7.00,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,2-TL1,R M3,enamel bioapatite,-3.00,,,-6.20,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,2-TL11,R M3,enamel bioapatite,-3.20,,,-7.40,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,3-TL67,L M3,enamel bioapatite,-1.80,,,-7.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,41-TL11,L M3,enamel bioapatite,-2.60,,,-7.90,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,4-TL67,L M3,enamel bioapatite,-1.90,,,-7.30,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,5-TL1,R M3,enamel bioapatite,-1.90,,,-6.40,Nado (2017),https://keep.lib.asu.edu/items/155542
Teopancazco,,3,M3,enamel bioapatite,-1.50,,,,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,5,M2,enamel bioapatite,-0.40,,,-6.00,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,7,M3,enamel bioapatite,-1.40,,,-6.00,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,8,M2,enamel bioapatite,-0.50,,,,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,9,M3,enamel bioapatite,-0.70,,,-7.20,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,14,M2,enamel bioapatite,-1.70,,,-5.30,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,15,M3,enamel bioapatite,-0.60,,,-6.10,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,17,M3,enamel bioapatite,-1.10,,,-6.70,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,28,M3,enamel bioapatite,-5.00,,,-6.70,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,39,M2,enamel bioapatite,-1.10,,,-3.70,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,40,M3,enamel bioapatite,-0.70,,,-5.90,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,46,M2,enamel bioapatite,-1.60,,,-7.00,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,50,M3,enamel bioapatite,-1.80,,,-5.80,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
Teopancazco,,55,M3,enamel bioapatite,-0.70,,,-5.70,Casar et al. (2017),https://doi.org/10.1007/s12520-016-0422-0
